School DBN,School Name,School District,Residential District,Total Applicants Residential District,True Applicants Residential District,Total Applicants School,Total True Applicants School,Seats Available School,Offers School,Ratio,Rank
03M859,Special Music School,3,7,8,1,482,165,50,64,0.125,224
09X324,Bronx Early College Academy for Teaching & Learning,9,7,80,10,549,93,81,133,1.25,95
27Q650,"High School for Construction Trades, Engineering and Architecture",27,7,8,1,3028,1209,247,311,0.125,224
09X412,Bronx High School of Business,9,7,66,8,765,66,120,-2,0.9696969696969697,105
12X267,Bronx Latin,12,7,132,16,841,149,81,113,1.9393939393939394,63
11X288,Collegiate Institute for Math and Science,11,7,50,6,1764,317,133,200,0.72,108
08X530,Longwood Preparatory Academy,8,7,97,11,649,115,120,143,1.2474226804123711,96
02M303,"Facing History School, The",2,7,9,1,421,87,107,-2,0.1111111111111111,229
02M437,Hudson High School of Learning Technologies,2,7,9,1,353,48,119,-2,0.1111111111111111,229
03M307,"Urban Assembly School for Media Studies, The",3,7,9,1,328,71,126,109,0.1111111111111111,229
05M499,Frederick Douglass Academy,5,7,108,12,903,195,325,214,1.3333333333333333,84
08X367,"Archimedes Academy for Math, Science and Technology Applications",8,7,9,1,427,75,100,-2,0.1111111111111111,229
08X432,Bronx Bridges High School,8,7,9,1,454,83,81,70,0.1111111111111111,229
09X403,Bronx International High School,9,7,54,6,537,54,135,12,0.6666666666666666,109
14K610,A-Tech High School,14,7,9,1,1273,264,224,243,0.1111111111111111,229
01M450,East Side Community School,1,7,19,2,1142,328,95,117,0.21052631578947367,198
09X297,Morris Academy for Collaborative Studies,9,7,58,6,568,80,123,-2,0.6206896551724138,114
02M296,High School of Hospitality Management,2,7,10,1,269,35,135,-2,0.1,235
02M580,Richard R. Green High School of Teaching,2,7,10,1,1291,154,160,-2,0.1,235
08X561,Bronx Compass High School,8,7,10,1,520,70,130,-2,0.1,235
11X514,The Bronxwood Preparatory Academy,11,7,10,1,668,93,120,150,0.1,235
24Q610,Aviation Career & Technical Education High School,24,7,10,1,4123,1548,530,723,0.1,235
07X670,Health Opportunities High School,7,7,122,12,477,47,75,-2,1.180327868852459,97
02M489,High School of Economics and Finance,2,7,31,3,1374,223,230,-2,0.2903225806451613,182
07X625,Bronx Legacy High School,7,7,162,15,690,97,90,-2,1.3888888888888888,80
01M448,University Neighborhood High School,1,7,22,2,2248,447,125,185,0.18181818181818182,205
02M300,"Urban Assembly School of Design and Construction, The",2,7,11,1,346,43,108,-2,0.09090909090909091,240
02M438,International High School at Union Square,2,7,11,1,501,103,68,75,0.09090909090909091,240
06M348,Washington Heights Expeditionary Learning School,6,7,11,1,689,175,100,115,0.09090909090909091,240
12X388,Pan American International High School at Monroe,12,7,11,1,310,71,108,43,0.09090909090909091,240
12X550,High School of World Cultures,12,7,11,1,380,49,108,36,0.09090909090909091,240
30Q301,Academy for Careers in Television and Film,30,7,11,1,1410,330,151,200,0.09090909090909091,240
07X427,Community School for Social Justice,7,7,69,6,229,33,81,-2,0.5217391304347826,116
10X264,Bronx Academy for Software Engineering (BASE),10,7,69,6,1199,175,120,165,0.5217391304347826,116
02M427,Manhattan Academy For Arts & Language,2,7,12,1,389,72,108,49,0.08333333333333333,246
02M529,Jacqueline Kennedy Onassis High School,2,7,12,1,534,81,204,-2,0.08333333333333333,246
06M467,High School for Law and Public Service,6,7,12,1,643,95,167,84,0.08333333333333333,246
10X237,"The Marie Curie High School for Medicine, Nursing, and Health Professions",10,7,12,1,334,46,135,-2,0.08333333333333333,246
10X433,High School for Teaching and the Professions,10,7,12,1,344,61,102,-2,0.08333333333333333,246
02M425,Leadership and Public Service High School,2,7,13,1,387,36,145,52,0.07692307692307693,251
06M346,Community Health Academy of the Heights,6,7,13,1,586,143,75,93,0.07692307692307693,251
08X376,Antonia Pantoja Preparatory Academy: A College Board School,8,7,13,1,308,82,84,104,0.07692307692307693,251
02M459,Manhattan International High School,2,7,28,2,738,151,85,73,0.14285714285714285,220
03M291,West End Secondary School,3,7,14,1,1209,392,105,146,0.07142857142857142,254
06M463,High School for Media and Communications,6,7,14,1,505,61,150,-2,0.07142857142857142,254
09X404,School for Excellence,9,7,14,1,134,13,116,-2,0.07142857142857142,254
09X564,Claremont International HS,9,7,14,1,412,50,81,25,0.07142857142857142,254
10X565,High School for Energy and Technology,10,7,14,1,503,51,120,-2,0.07142857142857142,254
02M280,Manhattan Early College School for Advertising,2,7,15,1,572,88,112,-2,0.06666666666666667,259
02M308,Lower Manhattan Arts Academy,2,7,15,1,524,69,95,-2,0.06666666666666667,259
05M670,Thurgood Marshall Academy for Learning and Social Change,5,7,15,1,340,71,108,-2,0.06666666666666667,259
06M211,Inwood Early College for Health and Information Technologies,6,7,15,1,745,156,111,-2,0.06666666666666667,259
10X477,Marble Hill High School for International Studies,10,7,15,1,810,158,108,139,0.06666666666666667,259
12X271,East Bronx Academy for the Future,12,7,15,1,464,97,90,79,0.06666666666666667,259
12X511,Bronx Envision Academy,12,7,15,1,459,44,108,-2,0.06666666666666667,259
12X521,The Metropolitan Soundview High School,12,7,15,1,453,67,120,74,0.06666666666666667,259
05M157,The Urban Assembly School for Global Commerce,5,7,16,1,207,26,81,-2,0.0625,267
11X270,Academy for Scholarship and Entrepreneurship: A College Board School,11,7,16,1,775,148,120,-2,0.0625,267
09X543,High School for Violin and Dance,9,7,17,1,149,19,108,-2,0.058823529411764705,269
02M655,The High School for Climate Justice,2,7,18,1,298,60,152,105,0.05555555555555555,270
06M468,High School for Health Careers and Sciences,6,7,18,1,822,121,268,-2,0.05555555555555555,270
09X517,Frederick Douglass Academy III Secondary School,9,7,18,1,404,35,108,-2,0.05555555555555555,270
11X545,Bronx Aerospace High School,11,7,18,1,751,109,189,-2,0.05555555555555555,270
12X682,Fannie Lou Hamer Freedom High School,12,7,18,1,388,73,110,83,0.05555555555555555,270
02M542,Manhattan Bridges High School,2,7,19,1,904,224,172,95,0.05263157894736842,275
12X248,"Metropolitan High School, The",12,7,19,1,228,33,151,-2,0.05263157894736842,275
10X368,In-Tech Academy (M.S. / High School 368),10,7,20,1,707,244,160,205,0.05,277
10X546,Bronx Theatre High School,10,7,20,1,414,45,128,-2,0.05,277
12X251,Explorations Academy H.S.,12,7,20,1,476,39,117,-2,0.05,277
03M860,Frederick Douglass Academy II Secondary School,3,7,21,1,309,55,95,105,0.047619047619047616,280
10X351,Bronx Collaborative High School,10,7,21,1,582,47,150,-2,0.047619047619047616,280
10X353,World View High School,10,7,21,1,1343,263,150,195,0.047619047619047616,280
02M282,Urban Assembly Maker Academy,2,7,22,1,1074,175,150,216,0.045454545454545456,283
05M304,Mott Hall High School,5,7,22,1,455,53,108,-2,0.045454545454545456,283
04M680,"Heritage School, The",4,7,23,1,482,60,80,-2,0.043478260869565216,285
09X327,Comprehensive Model School Project M.S. 327,9,7,23,1,706,224,90,103,0.043478260869565216,285
10X284,Bronx School of Law and Finance,10,7,24,1,558,58,130,-2,0.041666666666666664,287
12X446,Arturo A. Schomburg Satellite Academy Bronx,12,7,24,1,222,33,40,24,0.041666666666666664,287
02M294,Essex Street Academy,2,7,25,1,2478,562,90,125,0.04,289
09X568,Young Women's Leadership School of the Bronx,9,7,26,1,449,109,90,127,0.038461538461538464,290
11X544,High School for Contemporary Arts,11,7,26,1,607,55,240,-2,0.038461538461538464,290
03M402,The Urban Assembly School for Green Careers,3,7,27,1,494,39,120,45,0.037037037037037035,292
09X241,"Urban Assembly School for Applied Math and Science, The",9,7,27,1,561,117,90,99,0.037037037037037035,292
08X312,Millennium Art Academy,8,7,28,1,625,136,112,117,0.03571428571428571,294
09X365,Academy for Language and Technology,9,7,28,1,773,224,92,89,0.03571428571428571,294
11X275,High School of Computers and Technology,11,7,28,1,715,115,181,156,0.03571428571428571,294
10X213,Bronx Engineering and Technology Academy,10,7,32,1,754,115,142,-2,0.03125,297
08X349,Bronx River High School,8,7,33,1,1172,196,108,168,0.030303030303030304,298
02M374,Gramercy Arts High School,2,7,35,1,1038,129,204,78,0.02857142857142857,299
03M403,The Global Learning Collaborative,3,7,36,1,754,90,108,-2,0.027777777777777776,300
11X508,Bronxdale High School,11,7,36,1,1828,267,129,190,0.027777777777777776,300
12X479,Bronx Career and College Preparatory High School,12,7,37,1,321,28,81,-2,0.02702702702702703,302
10X225,Theatre Arts Production Company School,10,7,38,1,633,88,170,-2,0.02631578947368421,303
09X329,DreamYard Preparatory School,9,7,40,1,522,57,108,64,0.025,304
02M392,Manhattan Business Academy,2,7,41,1,1321,191,161,-2,0.024390243902439025,305
11X290,Bronx Academy of Health Careers,11,7,41,1,897,90,108,-2,0.024390243902439025,305
09X525,Bronx Leadership Academy High School,9,7,42,1,1027,107,105,123,0.023809523809523808,307
11X299,Astor Collegiate Academy,11,7,44,1,2199,342,120,189,0.022727272727272728,308
12X242,Mott Hall V,12,7,50,1,1001,282,81,91,0.02,309
09X250,Eximius College Preparatory Academy: A College Board School,9,7,61,1,761,90,108,-2,0.01639344262295082,310
09X413,Bronx High School for Medical Science,9,7,76,1,1104,178,90,170,0.013157894736842105,311
09X252,Mott Hall Bronx High School,9,7,90,1,1138,141,90,130,0.011111111111111112,312
02M296,High School of Hospitality Management,2,8,1,1,269,35,135,-2,1.0,333
02M437,Hudson High School of Learning Technologies,2,8,1,1,353,48,119,-2,1.0,333
02M520,Murry Bergtraum High School for Business Careers,2,8,2,2,222,38,240,-2,2.0,90
03M299,The Maxine Greene HS for Imaginative Inquiry,3,8,1,1,77,10,120,-2,1.0,333
14K477,East Williamsburg Scholars Academy,14,8,1,1,650,90,234,-2,1.0,333
15K429,Digital Arts and Cinema Technology High School,15,8,1,1,579,105,90,94,1.0,333
15K448,Brooklyn Collaborative Studies,15,8,1,1,693,99,90,110,1.0,333
15K464,Park Slope Collegiate,15,8,1,1,613,115,102,130,1.0,333
15K497,The Boerum Hill School for International Studies,15,8,1,1,801,155,125,-2,1.0,333
17K537,High School for Youth and Community Development at Erasmus,17,8,1,1,488,82,140,-2,1.0,333
17K547,Brooklyn Academy of Science and the Environment,17,8,1,1,373,53,108,-2,1.0,333
17K590,Medgar Evers College Preparatory School,17,8,3,3,2078,676,220,237,3.0,69
18K576,Victory Collegiate High School,18,8,1,1,305,61,140,-2,1.0,333
18K633,High School for Medical Professions,18,8,1,1,666,99,108,116,1.0,333
19K615,Transit Tech Career and Technical Education High School,19,8,1,1,1168,225,315,-2,1.0,333
20K485,High School of Telecommunication Arts and Technology,20,8,1,1,2973,1210,310,363,1.0,333
20K609,Urban Assembly School for Leadership and Empowerment,20,8,1,1,278,74,100,132,1.0,333
21K540,John Dewey High School,21,8,1,1,2573,622,553,577,1.0,333
21K559,Life Academy High School for Film and Music,21,8,1,1,145,21,81,49,1.0,333
21K572,Leaders High School,21,8,1,1,462,119,110,141,1.0,333
22K535,Leon M. Goldstein High School for the Sciences,22,8,1,1,3985,2007,258,429,1.0,333
23K493,Brooklyn Collegiate: A College Board School,23,8,1,1,727,113,120,-2,1.0,333
24Q236,International High School for Health Sciences,24,8,1,1,485,112,81,68,1.0,333
24Q267,High School of Applied Communication,24,8,1,1,557,75,145,-2,1.0,333
24Q293,Civic Leadership Academy,24,8,1,1,1157,291,142,191,1.0,333
24Q455,Newtown High School,24,8,1,1,1328,243,419,346,1.0,333
25Q252,"Queens School of Inquiry, The",25,8,1,1,508,161,89,107,1.0,333
25Q670,Robert F. Kennedy Community High School,25,8,1,1,1012,254,150,223,1.0,333
26Q315,Business Technology Early College High School,26,8,1,1,1032,289,180,272,1.0,333
27Q262,Channel View School for Research,27,8,1,1,755,267,194,212,1.0,333
28Q310,Queens Collegiate: A College Board School,28,8,1,1,453,67,115,77,1.0,333
28Q325,Hillside Arts & Letters Academy,28,8,1,1,520,82,108,133,1.0,333
28Q328,High School for Community Leadership,28,8,1,1,671,160,150,231,1.0,333
28Q686,Queens Metropolitan High School,28,8,2,2,2321,931,279,279,2.0,90
28Q896,"Young Women's Leadership School, Queens",28,8,1,1,350,99,81,119,1.0,333
29Q243,Institute for Health Professions at Cambria Heights,29,8,1,1,416,79,108,132,1.0,333
29Q248,Queens Preparatory Academy,29,8,1,1,383,62,100,-2,1.0,333
30Q367,Motion Picture Tech High School,30,8,1,1,538,133,200,-2,1.0,333
30Q417,Gotham Tech High School,30,8,1,1,631,96,90,-2,1.0,333
30Q502,Information Technology High School,30,8,1,1,944,190,227,-2,1.0,333
31R028,The Eagle Academy for Young Men of Staten Island,31,8,1,1,94,26,81,-2,1.0,333
31R440,New Dorp High School,31,8,1,1,2806,1011,668,887,1.0,333
31R450,Curtis High School,31,8,1,1,1967,690,804,754,1.0,333
31R600,Ralph R. McKee Career and Technical Education High School,31,8,1,1,620,198,316,180,1.0,333
32K552,The Academy of Urban Planning and Engineering,32,8,1,1,737,128,113,-2,1.0,333
32K556,Bushwick Leaders High School for Academic Excellence,32,8,1,1,768,125,120,-2,1.0,333
25Q525,Townsend Harris High School,25,8,151,108,6780,4957,290,374,77.24503311258277,4
14K561,Williamsburg Preparatory School,14,8,3,2,1131,226,180,236,1.3333333333333333,115
16K688,The Brooklyn Academy of Global Finance,16,8,3,2,469,56,108,-2,1.3333333333333333,115
19K639,Brooklyn Lab School,19,8,3,2,980,152,102,143,1.3333333333333333,115
24Q299,Bard High School Early College Queens,24,8,54,31,3866,2227,125,166,17.796296296296298,18
01M696,Bard High School Early College,1,8,137,78,3946,2196,125,198,44.40875912408759,7
04M435,Manhattan Center for Science and Mathematics,4,8,453,248,5010,1993,440,709,135.77041942604856,1
03M479,Beacon High School,3,8,310,162,7891,4442,360,493,84.65806451612903,2
02M394,Emma Lazarus High School,2,8,2,1,134,19,60,-1,0.5,153
02M550,Liberty High School Academy for Newcomers,2,8,2,1,99,16,50,6,0.5,153
02M551,Urban Assembly New York Harbor School,2,8,6,3,724,221,200,-2,1.5,107
02M586,Harvey Milk High School,2,8,2,1,40,3,45,-1,0.5,153
09X350,New Directions Secondary School,9,8,2,1,72,9,25,-2,0.5,153
14K071,Juan Morel Campos Secondary School,14,8,2,1,341,78,101,69,0.5,153
14K454,The Williamsburg High School of Art and Technology,14,8,2,1,893,129,116,120,0.5,153
15K667,Sunset Park High School,15,8,2,1,989,260,354,-2,0.5,153
16K765,Nelson Mandela High School,16,8,2,1,250,25,114,-2,0.5,153
17K600,Clara Barton High School,17,8,2,1,1276,355,434,-2,0.5,153
17K751,Academy for Health Careers,17,8,2,1,715,72,108,-2,0.5,153
18K566,Brooklyn Community High School for Excellence and Equity,18,8,2,1,448,61,75,-2,0.5,153
18K637,Academy for Conservation and the Environment,18,8,2,1,727,92,170,217,0.5,153
21K410,Abraham Lincoln High School,21,8,2,1,2225,539,741,604,0.5,153
21K468,Kingsborough Early College School,21,8,2,1,1229,429,110,122,0.5,153
22K555,Brooklyn College Academy,22,8,2,1,2698,911,170,228,0.5,153
23K644,Eagle Academy for Young Men II,23,8,4,2,554,179,92,139,1.0,132
24Q296,Pan American International High School,24,8,2,1,508,166,108,28,0.5,153
25Q263,Flushing International High School,25,8,2,1,576,182,90,90,0.5,153
26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",26,8,2,1,671,231,258,222,0.5,153
27Q308,Robert H. Goddard High School of Communication Arts and Technology,27,8,2,1,1222,468,140,181,0.5,153
27Q309,Academy of Medical Technology: A College Board School,27,8,2,1,626,120,105,109,0.5,153
28Q680,Queens Gateway to Health Sciences Secondary School,28,8,2,1,1238,384,108,147,0.5,153
29Q272,George Washington Carver High School for the Sciences,29,8,2,1,590,92,93,-2,0.5,153
29Q283,Preparatory Academy for Writers: A College Board School,29,8,2,1,177,47,90,69,0.5,153
30Q286,"Young Women's Leadership School, Astoria",30,8,2,1,453,156,81,103,0.5,153
31R445,Port Richmond High School,31,8,2,1,1267,334,564,435,0.5,153
31R460,Susan E. Wagner High School,31,8,2,1,2611,968,660,631,0.5,153
32K168,The Brooklyn School for Math and Research,32,8,2,1,710,99,108,148,0.5,153
32K545,EBC High School for Public Service - Bushwick,32,8,2,1,467,75,126,-2,0.5,153
03M541,Manhattan / Hunter Science High School,3,8,236,114,5406,2689,108,176,55.067796610169495,5
12X641,Bard High School Early College Bronx,12,8,193,93,1391,613,100,106,44.81347150259067,6
02M416,Eleanor Roosevelt High School,2,8,345,164,7699,3749,136,224,77.95942028985507,3
01M539,"New Explorations into Science, Technology and Math High School",1,8,75,35,3743,2047,150,289,16.333333333333332,19
09X231,Eagle Academy for Young Men,9,8,39,18,455,163,80,130,8.307692307692308,34
02M630,Art and Design High School,2,8,134,61,3594,1359,385,523,27.76865671641791,14
02M519,Talent Unlimited High School,2,8,69,30,1599,468,152,213,13.043478260869565,26
27Q650,"High School for Construction Trades, Engineering and Architecture",27,8,14,6,3028,1209,247,311,2.5714285714285716,78
30Q501,Frank Sinatra School of the Arts High School,30,8,41,17,3557,1643,236,416,7.048780487804878,45
15K519,Cobble Hill School of American Studies,15,8,5,2,481,62,278,-2,0.8,137
10X442,"Celia Cruz Bronx High School of Music, The",10,8,56,22,561,165,140,114,8.642857142857142,33
08X269,Bronx Studio School for Writers and Artists,8,8,195,76,481,130,90,113,29.620512820512822,12
02M414,N.Y.C. Museum School,2,8,53,20,3022,865,150,254,7.547169811320755,38
19K660,W. H. Maxwell Career and Technical Education High School,19,8,8,3,991,185,305,164,1.125,125
24Q530,International High School at LaGuardia Community College,24,8,8,3,1236,505,119,114,1.125,125
02M411,Baruch College Campus High School,2,8,238,89,6773,2753,118,188,33.28151260504202,10
05M362,Columbia Secondary School,5,8,209,75,4258,1769,112,175,26.913875598086126,15
08X376,Antonia Pantoja Preparatory Academy: A College Board School,8,8,173,60,308,82,84,104,20.809248554913296,17
